id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
200,670 000₽,Husqvarna 701 Supermoto,3 500 км,Мотард,2017,690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 сентября
201,280 000₽,Kawasaki Ninja ZX-10R,46 000 км,Спортивный,2004,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 сентября
202,310 000₽,Honda CBR 500R,2 000 км,Спортивный,2013,500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 9 сентября
203,145 000₽,Honda Steed 600,34 км,Чоппер,1991,600 куб. см.,4х тактный,Исправен,Есть ПТС,Серпухов, 9 сентября
204,415 000₽,Yamaha Royal Star Venture,71 000 км,Круизер,2005,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 9 сентября
205,530 000₽,Victory Vision,35 000 км,Туристический,2008,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 9 сентября
206,45 000₽,Урал М-67 36,1 111 км,Классика,1989,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 8 сентября
207,280 000₽,Honda CBR 1000RR Fireblade,43 990 км,Спортивный,2006,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 7 сентября
208,210 000₽,Suzuki GSX-R 750,15 000 км,Спортивный,2004,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 7 сентября
209,59 990₽,Yamaha YBR,36 851 км,Классика,2014,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 7 сентября
210,250 000₽,Honda XR 650R,37 000 км,Эндуро,2001,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 7 сентября
211,160 000₽,Yamaha YZF 600,147 000 км,Спорт-турист,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 6 сентября
212,90 000₽,Kawasaki ZZR 400 2,42 000 км,Спорт-турист,1999,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 6 сентября
213,200 000₽,Honda XR 250,18 000 км,Эндуро,1995,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 6 сентября
214,90 000₽,Иж Юпитер 5,15 км,Классика,1999,350 куб. см.,2х тактный,None,Есть ПТС,Москва, 6 сентября
215,389 000₽,Kawasaki ER-6F,550 км,Спорт-турист,None,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 6 сентября
216,200 000₽,KTM 200 Duke,11 700 км,Классика,2017,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 5 сентября
217,240 000₽,Honda CRF 450X,None,Эндуро,2005,450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 5 сентября
218,51 300₽,Avantis,5 км,Питбайк,2017,125 куб. см.,4х тактный,Исправен,Без ПТС,Москва, 5 сентября
219,210 000₽,KTM 250 SX-F,130 км,Кроссовый,2012,250 куб. см.,4х тактный,Исправен,Без ПТС,Серпухов, 4 сентября
220,135 000₽,Honda CBR 400RR,14 000 км,Спортивный,1995,400 куб. см.,4х тактный,Исправен,Есть ПТС,Серпухов, 4 сентября
221,22 000₽,Orion 100,860 км,Классика,2012,100 куб. см.,4х тактный,Исправен,Есть ПТС,Серпухов, 4 сентября
222,510 000₽,Honda CB,12 900 км,Классика,2014,200 куб. см.,2х тактный,Неисправен,Без ПТС,Москва, 4 сентября
223,285 000₽,Kawasaki Z 750,31 000 км,Стритфайтер,2010,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 4 сентября
224,350 000₽,Yamaha XVS 1100,6 000 км,Чоппер,2009,1 100 куб. см.,2х тактный,Исправен,Есть ПТС,Москва, 4 сентября
225,260 000₽,Honda VF 750 Magna,23 000 км,Круизер,1994,750 куб. см.,4х тактный,Исправен,Есть ПТС,Мытищи, 4 сентября
226,580 000₽,Yamaha YZF R6,11 000 км,Спортивный,2013,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 4 сентября
227,240 000₽,Honda VFR 800F,64 000 км,Спорт-турист,1999,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 4 сентября
228,175 000₽,Honda VT 1100,32 000 км,Чоппер,1993,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 4 сентября
229,515 000₽,Kawasaki Versys 650,4 000 км,Круизер,2017,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 3 сентября
230,380 000₽,Suzuki GSR 750,9 000 км,Стритфайтер,2014,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 3 сентября
231,250 000₽,Ява 634,2 753 км,Классика,1983,350 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 2 сентября
232,220 000₽,Yamaha XVS 400,25 400 км,Чоппер,2006,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 2 сентября
233,140 000₽,Ява 350-634,3 000 км,Классика,2012,350 куб. см.,2х тактный,Исправен,Есть ПТС,Москва, 1 сентября
234,140 000₽,Ява 350-360,3 000 км,Классика,2012,350 куб. см.,4х тактный,Исправен,Есть ПТС,Москва, 1 сентября
235,299 000₽,Honda Shadow 750,17 983 км,Чоппер,2009,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 августа
236,110 000₽,Kawasaki ZZR 400 2,57 000 км,Спорт-турист,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Котельники,30 августа
237,250 000₽,Honda CBR 600F4i,31 000 км,Спортивный,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Ступино,30 августа
238,120 000₽,Yamaha YZ 250F,100 км,Кроссовый,2008,250 куб. см.,4х тактный,Исправен,Без ПТС,Балашиха,30 августа
239,130 000₽,Honda CB,67 000 км,Классика,1999,500 куб. см.,4х тактный,Исправен,Есть ПТС,Химки,29 августа
240,60 000₽,Yamaha UBR 125 ТОРГ,14 100 км,Классика,2006,125 куб. см.,4х тактный,Исправен,Есть ПТС,Воскресенск,28 августа
241,280 000₽,Yamaha FZ 6,51 500 км,Спорт-турист,2008,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 августа
242,240 000₽,Suzuki GSX-R 600,41 500 км,Спортивный,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 августа
243,250 000₽,Kawasaki Ninja 300,21 500 км,Спортивный,2014,300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 августа
245,399 000₽,Yamaha XVS 1300,32 000 км,Круизер,2011,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 августа
246,150 000₽,Honda Shadow 400,59 000 км,Чоппер,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 августа
247,22 000₽,Восход 3М,6 500 км,Классика,1992,175 куб. см.,2х тактный,Неисправен,Есть ПТС,Москва,27 августа
248,285 000₽,Yamaha FZ 6,56 000 км,Спорт-турист,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 августа
250,175 000₽,Yamaha YZF R6,51 000 км,Спортивный,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 августа
251,190 000₽,Honda Shadow 750,34 000 км,Чоппер,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 августа
252,245 000₽,Kawasaki Ninja ZX-6R,48 285 км,Спортивный,2005,636 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 августа
253,235 000₽,Honda CBR 1000RR Fireblade,24 721 км,Спортивный,2005,1 000 куб. см.,4х тактный,Исправен,Без ПТС,Москва,27 августа
254,420 000₽,Suzuki GSF 1250 Bandit,21 000 км,Спорт-турист,2011,1 250 куб. см.,4х тактный,Исправен,Есть ПТС,Реутов,27 августа
255,550 000₽,Harley-Davidson Electra Glide,57 600 км,Туристический,2008,1 580 куб. см.,None,Исправен,Есть ПТС,Москва,26 августа
256,75 000₽,Racer Panther 250,3 000 км,Эндуро,2015,250 куб. см.,4х тактный,Исправен,Есть ПТС,Подольск,25 августа
257,42 000₽,Sym XS 125,6 000 км,Классика,2012,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 августа
258,139 000₽,Kawasaki KDX 125SR,19 884 км,Эндуро,1989,200 куб. см.,2х тактный,Исправен,Есть ПТС,Серпухов,24 августа
259,470 000₽,Honda Hornet,12 638 км,Классика,2013,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
260,179 000₽,Yamaha XVS 650,24 300 км,Чоппер,2006,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
261,700 000₽,Kawasaki Ninja 1000,6 000 км,Спорт-турист,2016,1 043 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
262,440 000₽,Honda CB 600F Hornet,12 638 км,Классика,2013,599 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
263,215 000₽,Yamaha FZ 6,44 500 км,Спорт-турист,2005,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
264,399 000₽,Yamaha Warrior,39 000 км,Круизер,2004,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Химки,23 августа
265,260 000₽,Honda CBR 600RR,41 000 км,Спортивный,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
266,219 000₽,Triumph Speed Triple,41 000 км,Стритфайтер,2003,955 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
267,170 000₽,Honda CB 400SS,23 000 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
268,280 000₽,Yamaha XJ 600 S Diversion,35 000 км,Классика,2011,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
269,110 000₽,Yamaha FZX 750,47 000 км,Классика,1986,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
270,89 000₽,Kayo T2,1 200 км,Эндуро,2016,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
271,475 000₽,BMW R 1200 GS,26 051 км,Эндуро,2006,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
272,335 000₽,Yamaha YZF R6,33 000 км,Спортивный,2008,600 куб. см.,4х тактный,Исправен,Есть ПТС,Сергиев Посад,21 августа
273,Цена не указана,Honda CB 600SF,20 400 км,Классика,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Ногинск,21 августа
274,180 000₽,Honda XR 250R,16 900 км,Эндуро,1999,250 куб. см.,None,Исправен,Есть ПТС,Москва,20 августа
